categorias_personas,latitud,longitud,Personas por manzana
128 a 304 Personas,4.62954319610e+000,'-7.40632089053e+001,221
128 a 304 Personas,4.63117278388e+000,'-7.40577950749e+001,221
0 a 127 Personas,4.59384844026e+000,'-7.40968780570e+001,220
0 a 127 Personas,4.60970117252e+000,'-7.41564266870e+001,220
128 a 304 Personas,4.64278666088e+000,'-7.41744463802e+001,220
128 a 304 Personas,4.61778528073e+000,'-7.41749495884e+001,220
0 a 127 Personas,4.62007644477e+000,'-7.40695161709e+001,220
128 a 304 Personas,4.64211815171e+000,'-7.41671990519e+001,220
0 a 127 Personas,4.60393728781e+000,'-7.40988845587e+001,220
0 a 127 Personas,4.61777218560e+000,'-7.41285130076e+001,220
0 a 127 Personas,4.63181997240e+000,'-7.41814026576e+001,220
0 a 127 Personas,4.61582394079e+000,'-7.41451247226e+001,220
0 a 127 Personas,4.58976227031e+000,'-7.41013348418e+001,220
0 a 127 Personas,4.58828530092e+000,'-7.41052732399e+001,220
0 a 127 Personas,4.60404889663e+000,'-7.41301013950e+001,220
128 a 304 Personas,4.59419070341e+000,'-7.41297144827e+001,220
0 a 127 Personas,4.62799862231e+000,'-7.41692399081e+001,220
128 a 304 Personas,4.63961006820e+000,'-7.41662375291e+001,220
0 a 127 Personas,4.60243276121e+000,'-7.40946400598e+001,220
0 a 127 Personas,4.61472202571e+000,'-7.41691158423e+001,220
128 a 304 Personas,4.64573603541e+000,'-7.40603935308e+001,219
0 a 127 Personas,4.59848921159e+000,'-7.40849717281e+001,219
128 a 304 Personas,4.62943117010e+000,'-7.41793455495e+001,219
0 a 127 Personas,4.60136568748e+000,'-7.40892586478e+001,219
0 a 127 Personas,4.61981522326e+000,'-7.41532308355e+001,219
0 a 127 Personas,4.59710183472e+000,'-7.40898081210e+001,219
128 a 304 Personas,4.63243160122e+000,'-7.40694923297e+001,219
0 a 127 Personas,4.61499553345e+000,'-7.41682303229e+001,218
0 a 127 Personas,4.61533637511e+000,'-7.41360149127e+001,218
128 a 304 Personas,4.63034656091e+000,'-7.41804649697e+001,218
0 a 127 Personas,4.59697738214e+000,'-7.41126554024e+001,218
0 a 127 Personas,4.59734975776e+000,'-7.41126888417e+001,218
128 a 304 Personas,4.62008740797e+000,'-7.41290330951e+001,218
0 a 127 Personas,4.64768939842e+000,'-7.40642567854e+001,218
0 a 127 Personas,4.60083482632e+000,'-7.40926037382e+001,218
128 a 304 Personas,4.63656230940e+000,'-7.40704242865e+001,218
0 a 127 Personas,4.62172434033e+000,'-7.41478422523e+001,218
0 a 127 Personas,4.58909481958e+000,'-7.40972391651e+001,218
0 a 127 Personas,4.59471912027e+000,'-7.40941969191e+001,218
0 a 127 Personas,4.58804801884e+000,'-7.40915258918e+001,218
0 a 127 Personas,4.58778045423e+000,'-7.40911955575e+001,218
0 a 127 Personas,4.61696556938e+000,'-7.41309800558e+001,218
0 a 127 Personas,4.61126477306e+000,'-7.41386217648e+001,218
0 a 127 Personas,4.59307775967e+000,'-7.41124041160e+001,218
0 a 127 Personas,4.65222186209e+000,'-7.40599928343e+001,218
0 a 127 Personas,4.61991559539e+000,'-7.41460335724e+001,218
0 a 127 Personas,4.58566756005e+000,'-7.41073353672e+001,218
128 a 304 Personas,4.60638848009e+000,'-7.41680492369e+001,218
128 a 304 Personas,4.63058493726e+000,'-7.41805895960e+001,218
0 a 127 Personas,4.60195426668e+000,'-7.40994641005e+001,218
128 a 304 Personas,4.60761574643e+000,'-7.41702576236e+001,218
0 a 127 Personas,4.58778011906e+000,'-7.40947323810e+001,218
0 a 127 Personas,4.58836543090e+000,'-7.40951115479e+001,218
0 a 127 Personas,4.61061995553e+000,'-7.41658534447e+001,218
0 a 127 Personas,4.62247560199e+000,'-7.40743077160e+001,218
128 a 304 Personas,4.63216729616e+000,'-7.40644704471e+001,217
128 a 304 Personas,4.64337683560e+000,'-7.41773337622e+001,217
128 a 304 Personas,4.67243698853e+000,'-7.40655368615e+001,217
128 a 304 Personas,4.61796351454e+000,'-7.40740883463e+001,217
128 a 304 Personas,4.63673016416e+000,'-7.41636268775e+001,217
128 a 304 Personas,4.59057064927e+000,'-7.41124276336e+001,217
128 a 304 Personas,4.64270837356e+000,'-7.41679055376e+001,217
128 a 304 Personas,4.60703911309e+000,'-7.41687558569e+001,217
128 a 304 Personas,4.60545788856e+000,'-7.41062299062e+001,216
0 a 127 Personas,4.61224662566e+000,'-7.41618401616e+001,216
128 a 304 Personas,4.64513725758e+000,'-7.41680030960e+001,216
0 a 127 Personas,4.58985212843e+000,'-7.41036346347e+001,216
0 a 127 Personas,4.60484016895e+000,'-7.41144580723e+001,216
128 a 304 Personas,4.60965725756e+000,'-7.41668444946e+001,216
0 a 127 Personas,4.61362518784e+000,'-7.41557584124e+001,216
0 a 127 Personas,4.59486784598e+000,'-7.40767134220e+001,216
0 a 127 Personas,4.62452077739e+000,'-7.41494824367e+001,216
0 a 127 Personas,4.64870398999e+000,'-7.40664252140e+001,216
0 a 127 Personas,4.65681952665e+000,'-7.40670999030e+001,216
0 a 127 Personas,4.65374886445e+000,'-7.40703135734e+001,216
0 a 127 Personas,4.60013551857e+000,'-7.40974662808e+001,216
0 a 127 Personas,4.59138185138e+000,'-7.40808492764e+001,216
0 a 127 Personas,4.60033299855e+000,'-7.40927175619e+001,216
128 a 304 Personas,4.60787854130e+000,'-7.40863618079e+001,216
128 a 304 Personas,4.60355493728e+000,'-7.41639620071e+001,216
0 a 127 Personas,4.61246987923e+000,'-7.41641040325e+001,216
0 a 127 Personas,4.61812898839e+000,'-7.41650432846e+001,216
128 a 304 Personas,4.63709592757e+000,'-7.41835933547e+001,216
128 a 304 Personas,4.61268845145e+000,'-7.40674964691e+001,216
0 a 127 Personas,4.64155134583e+000,'-7.41771382275e+001,216
0 a 127 Personas,4.65485409140e+000,'-7.40693682035e+001,216
0 a 127 Personas,4.59415967587e+000,'-7.40795672071e+001,216
128 a 304 Personas,4.60945584220e+000,'-7.41726379141e+001,215
128 a 304 Personas,4.64663068746e+000,'-7.41677277164e+001,215
128 a 304 Personas,4.63712642303e+000,'-7.41641203914e+001,215
128 a 304 Personas,4.64095308708e+000,'-7.40577999728e+001,215
128 a 304 Personas,4.62679324169e+000,'-7.41780064551e+001,215
128 a 304 Personas,4.64486114693e+000,'-7.41698732327e+001,215
0 a 127 Personas,4.63865877841e+000,'-7.41667359565e+001,214
0 a 127 Personas,4.65330436750e+000,'-7.40682024879e+001,214
0 a 127 Personas,4.63601655007e+000,'-7.41691173012e+001,214
0 a 127 Personas,4.63922929880e+000,'-7.41671506204e+001,214
128 a 304 Personas,4.60604848706e+000,'-7.40999370336e+001,214
0 a 127 Personas,4.62112282771e+000,'-7.41732365352e+001,214
128 a 304 Personas,4.59619302744e+000,'-7.41266627517e+001,214
0 a 127 Personas,4.58981163619e+000,'-7.41060073566e+001,214
0 a 127 Personas,4.62010709250e+000,'-7.40708689769e+001,214
128 a 304 Personas,4.62642267579e+000,'-7.41541476492e+001,214
0 a 127 Personas,4.61696156611e+000,'-7.41721885238e+001,214
0 a 127 Personas,4.62885540879e+000,'-7.41689295084e+001,214
0 a 127 Personas,4.62567728886e+000,'-7.41420523941e+001,214
0 a 127 Personas,4.60918981399e+000,'-7.41451038642e+001,214
0 a 127 Personas,4.60945706848e+000,'-7.41453898434e+001,214
0 a 127 Personas,4.64791652220e+000,'-7.40626969262e+001,214
0 a 127 Personas,4.60331825890e+000,'-7.41300325651e+001,214
0 a 127 Personas,4.65219724980e+000,'-7.40705908725e+001,214
0 a 127 Personas,4.65179418172e+000,'-7.40684682773e+001,214
128 a 304 Personas,4.64645616858e+000,'-7.41679431483e+001,214
128 a 304 Personas,4.64264316000e+000,'-7.41707785086e+001,213
128 a 304 Personas,4.62968351770e+000,'-7.41812427994e+001,213
128 a 304 Personas,4.63262609464e+000,'-7.40707724610e+001,213
0 a 127 Personas,4.60523477203e+000,'-7.41180305019e+001,213
128 a 304 Personas,4.58320231621e+000,'-7.40880137353e+001,213
0 a 127 Personas,4.59796437430e+000,'-7.40846524362e+001,213
128 a 304 Personas,4.63347220626e+000,'-7.41632252381e+001,213
0 a 127 Personas,4.59935844698e+000,'-7.40895440734e+001,213
128 a 304 Personas,4.63555099071e+000,'-7.40718792017e+001,213
0 a 127 Personas,4.61527569147e+000,'-7.41583947509e+001,213
128 a 304 Personas,4.58750453800e+000,'-7.40807996105e+001,213
0 a 127 Personas,4.60262428529e+000,'-7.40885271762e+001,213
0 a 127 Personas,4.64292284159e+000,'-7.40707638296e+001,212
128 a 304 Personas,4.63362334987e+000,'-7.40713905784e+001,212
0 a 127 Personas,4.63996075446e+000,'-7.40725817621e+001,212
0 a 127 Personas,4.62673157623e+000,'-7.41685560580e+001,212
0 a 127 Personas,4.60729112708e+000,'-7.40806072076e+001,212
0 a 127 Personas,4.59440384457e+000,'-7.41050221395e+001,212
128 a 304 Personas,4.61872470661e+000,'-7.41772891694e+001,212
0 a 127 Personas,4.65716842206e+000,'-7.40644498574e+001,212
0 a 127 Personas,4.59060907741e+000,'-7.40984556463e+001,212
128 a 304 Personas,4.61510345873e+000,'-7.41783971069e+001,212
128 a 304 Personas,4.61397584278e+000,'-7.41773569123e+001,212
0 a 127 Personas,4.61606440880e+000,'-7.41734057398e+001,212
0 a 127 Personas,4.58692615930e+000,'-7.41027706639e+001,212
0 a 127 Personas,4.60067635600e+000,'-7.41007110228e+001,212
0 a 127 Personas,4.59001735567e+000,'-7.41022234710e+001,212
0 a 127 Personas,4.59355205785e+000,'-7.41106439818e+001,212
0 a 127 Personas,4.65000965598e+000,'-7.40688235880e+001,212
0 a 127 Personas,4.60421565598e+000,'-7.41244930010e+001,212
0 a 127 Personas,4.61496726576e+000,'-7.41674441130e+001,212
0 a 127 Personas,4.60218629643e+000,'-7.40943003651e+001,212
0 a 127 Personas,4.63730102853e+000,'-7.41697646515e+001,212
128 a 304 Personas,4.60386312292e+000,'-7.40683254022e+001,212
0 a 127 Personas,4.63724672625e+000,'-7.41746307909e+001,212
0 a 127 Personas,4.60028948908e+000,'-7.41069323601e+001,212
0 a 127 Personas,4.61356377650e+000,'-7.40768640751e+001,212
128 a 304 Personas,4.67266491934e+000,'-7.40557356316e+001,211
128 a 304 Personas,4.64574145579e+000,'-7.41774353118e+001,211
128 a 304 Personas,4.60575959175e+000,'-7.41414890845e+001,211
128 a 304 Personas,4.62721693976e+000,'-7.41831968526e+001,211
128 a 304 Personas,4.64998538373e+000,'-7.41771345554e+001,211
128 a 304 Personas,4.64315244271e+000,'-7.41657485421e+001,211
128 a 304 Personas,4.63355092888e+000,'-7.41844419178e+001,211
128 a 304 Personas,4.61629680081e+000,'-7.41274548374e+001,211
128 a 304 Personas,4.62880438796e+000,'-7.41818382026e+001,210
0 a 127 Personas,4.59361423546e+000,'-7.41069398461e+001,210
0 a 127 Personas,4.59355868271e+000,'-7.40900925542e+001,210
0 a 127 Personas,4.59169957602e+000,'-7.41156884522e+001,210
0 a 127 Personas,4.61323711650e+000,'-7.41548082427e+001,210
0 a 127 Personas,4.59446400312e+000,'-7.40988426715e+001,210
128 a 304 Personas,4.63476518422e+000,'-7.40698121233e+001,210
0 a 127 Personas,4.60900033132e+000,'-7.40756625633e+001,210
128 a 304 Personas,4.58760227656e+000,'-7.41141590734e+001,210
0 a 127 Personas,4.60518338371e+000,'-7.41293187447e+001,210
0 a 127 Personas,4.58566858437e+000,'-7.40931567290e+001,210
0 a 127 Personas,4.59782778822e+000,'-7.41002367411e+001,210
0 a 127 Personas,4.61000948865e+000,'-7.41259369506e+001,210
0 a 127 Personas,4.60932269864e+000,'-7.40833647123e+001,210
0 a 127 Personas,4.62201530047e+000,'-7.41656208968e+001,210
0 a 127 Personas,4.64073804172e+000,'-7.40617287955e+001,210
0 a 127 Personas,4.61662255501e+000,'-7.41510955713e+001,210
128 a 304 Personas,4.66430171291e+000,'-7.40554406175e+001,210
0 a 127 Personas,4.60319065423e+000,'-7.41138084611e+001,210
128 a 304 Personas,4.64820057663e+000,'-7.41736802954e+001,209
128 a 304 Personas,4.65968334970e+000,'-7.40534067782e+001,209
128 a 304 Personas,4.58767864283e+000,'-7.41133713324e+001,209
128 a 304 Personas,4.64379505287e+000,'-7.41750310650e+001,209
128 a 304 Personas,4.58397169203e+000,'-7.40867384990e+001,209
128 a 304 Personas,4.60479463970e+000,'-7.41392174152e+001,209
128 a 304 Personas,4.63734846321e+000,'-7.41820959041e+001,209
0 a 127 Personas,4.61047051228e+000,'-7.41434180181e+001,208
0 a 127 Personas,4.61374170477e+000,'-7.41555013493e+001,208
128 a 304 Personas,4.63460963191e+000,'-7.41655924416e+001,208
128 a 304 Personas,4.65182745942e+000,'-7.40738754215e+001,208
0 a 127 Personas,4.64161036950e+000,'-7.41729499247e+001,208
128 a 304 Personas,4.62649410976e+000,'-7.41828990814e+001,208
0 a 127 Personas,4.62876397401e+000,'-7.41673575237e+001,208
0 a 127 Personas,4.63050193256e+000,'-7.41785525287e+001,208
0 a 127 Personas,4.62147428196e+000,'-7.41740480088e+001,208
0 a 127 Personas,4.64881823440e+000,'-7.40654744613e+001,208
0 a 127 Personas,4.61197029555e+000,'-7.41573014865e+001,208
0 a 127 Personas,4.65989133579e+000,'-7.40695207532e+001,208
128 a 304 Personas,4.60507518871e+000,'-7.41071936650e+001,208
128 a 304 Personas,4.61153605359e+000,'-7.40661327498e+001,208
0 a 127 Personas,4.63824219717e+000,'-7.40613580955e+001,208
0 a 127 Personas,4.64266372765e+000,'-7.40675131561e+001,208
0 a 127 Personas,4.59785746209e+000,'-7.41018888678e+001,208
0 a 127 Personas,4.60252811657e+000,'-7.40961437693e+001,208
0 a 127 Personas,4.63808318946e+000,'-7.41682351178e+001,208
0 a 127 Personas,4.66066651389e+000,'-7.40680923187e+001,208
128 a 304 Personas,4.63653772147e+000,'-7.41621961268e+001,208
0 a 127 Personas,4.65240838432e+000,'-7.40676403406e+001,208
0 a 127 Personas,4.62052471676e+000,'-7.41720235480e+001,208
0 a 127 Personas,4.63482081095e+000,'-7.41683824747e+001,208
128 a 304 Personas,4.60737029071e+000,'-7.41427748026e+001,207
0 a 127 Personas,4.60139043035e+000,'-7.40870668610e+001,207
0 a 127 Personas,4.61413984928e+000,'-7.41573919916e+001,207
128 a 304 Personas,4.58864815426e+000,'-7.40791377741e+001,207
0 a 127 Personas,4.61915451014e+000,'-7.41534405344e+001,207
128 a 304 Personas,4.61841503510e+000,'-7.41753878373e+001,207
128 a 304 Personas,4.64328320767e+000,'-7.41747392848e+001,207
128 a 304 Personas,4.60559928988e+000,'-7.41432180797e+001,207
128 a 304 Personas,4.60586546110e+000,'-7.41430707764e+001,207
0 a 127 Personas,4.62008177206e+000,'-7.41718997197e+001,206
0 a 127 Personas,4.59752816223e+000,'-7.41208096173e+001,206
128 a 304 Personas,4.62153705355e+000,'-7.40792730789e+001,206
0 a 127 Personas,4.60847674314e+000,'-7.40723717381e+001,206
0 a 127 Personas,4.65689328764e+000,'-7.40634908739e+001,206
0 a 127 Personas,4.59945111675e+000,'-7.40946059733e+001,206
0 a 127 Personas,4.59344847567e+000,'-7.41061914011e+001,206
0 a 127 Personas,4.60055964640e+000,'-7.40959652305e+001,206
0 a 127 Personas,4.63669633413e+000,'-7.41693556075e+001,206
0 a 127 Personas,4.59326535749e+000,'-7.41053618551e+001,206
0 a 127 Personas,4.63320663287e+000,'-7.41805569370e+001,206
128 a 304 Personas,4.60802864119e+000,'-7.41680713918e+001,206
128 a 304 Personas,4.61012471155e+000,'-7.41731909697e+001,206
0 a 127 Personas,4.60709888596e+000,'-7.41364493972e+001,206
128 a 304 Personas,4.58943477972e+000,'-7.41128569340e+001,206
0 a 127 Personas,4.60417136130e+000,'-7.41128323581e+001,206
128 a 304 Personas,4.64683033452e+000,'-7.41674841072e+001,206
0 a 127 Personas,4.60266423495e+000,'-7.40972278442e+001,206
128 a 304 Personas,4.62166795175e+000,'-7.41803539493e+001,206
0 a 127 Personas,4.61115637793e+000,'-7.41441786038e+001,206
0 a 127 Personas,4.62424555169e+000,'-7.41506428248e+001,206
128 a 304 Personas,4.61090541344e+000,'-7.41733776129e+001,206
128 a 304 Personas,4.62583555537e+000,'-7.41826516000e+001,205
128 a 304 Personas,4.64466912945e+000,'-7.41701085868e+001,205
128 a 304 Personas,4.60609333006e+000,'-7.41557805104e+001,205
128 a 304 Personas,4.64653732837e+000,'-7.41734946314e+001,205
128 a 304 Personas,4.62723424125e+000,'-7.41784812846e+001,205
0 a 127 Personas,4.65682364174e+000,'-7.40569567347e+001,204
128 a 304 Personas,4.62994028212e+000,'-7.41813547781e+001,204
0 a 127 Personas,4.58675401820e+000,'-7.41079939590e+001,204
0 a 127 Personas,4.59601861823e+000,'-7.40987060574e+001,204
0 a 127 Personas,4.65631547276e+000,'-7.40701247869e+001,204
0 a 127 Personas,4.65033975765e+000,'-7.40560868993e+001,204
0 a 127 Personas,4.61404767722e+000,'-7.41699695842e+001,204
128 a 304 Personas,4.61885710878e+000,'-7.41784865299e+001,204
128 a 304 Personas,4.59756551870e+000,'-7.41332934639e+001,204
0 a 127 Personas,4.63061428901e+000,'-7.41783081888e+001,204
0 a 127 Personas,4.62749356100e+000,'-7.41689773523e+001,204
0 a 127 Personas,4.59847267436e+000,'-7.41034933123e+001,204
0 a 127 Personas,4.64838868557e+000,'-7.40641308003e+001,204
0 a 127 Personas,4.59697281830e+000,'-7.41214235293e+001,204
128 a 304 Personas,4.63079071700e+000,'-7.40593066651e+001,204
0 a 127 Personas,4.59483477260e+000,'-7.41108221382e+001,204
0 a 127 Personas,4.59775045203e+000,'-7.41041999326e+001,204
128 a 304 Personas,4.61650679571e+000,'-7.41750866056e+001,204
128 a 304 Personas,4.64609739732e+000,'-7.41683847270e+001,204
0 a 127 Personas,4.61659929969e+000,'-7.41664933754e+001,204
0 a 127 Personas,4.60967653307e+000,'-7.40838054022e+001,204
0 a 127 Personas,4.61151420673e+000,'-7.41424158758e+001,204
0 a 127 Personas,4.64050692983e+000,'-7.41687545064e+001,204
0 a 127 Personas,4.62471706262e+000,'-7.40724682772e+001,204
0 a 127 Personas,4.59421341258e+000,'-7.40917391023e+001,204
128 a 304 Personas,4.62618450102e+000,'-7.41821876970e+001,204
0 a 127 Personas,4.62836263446e+000,'-7.41644212214e+001,204
128 a 304 Personas,4.60814791429e+000,'-7.40680720302e+001,203
128 a 304 Personas,4.62561919635e+000,'-7.41794536567e+001,203
128 a 304 Personas,4.64799093328e+000,'-7.40712862006e+001,203
128 a 304 Personas,4.62664810840e+000,'-7.41815731579e+001,203
128 a 304 Personas,4.63556074560e+000,'-7.40786966702e+001,203
128 a 304 Personas,4.59902468074e+000,'-7.40679346774e+001,203
128 a 304 Personas,4.63004169340e+000,'-7.40662004820e+001,203
128 a 304 Personas,4.63193786452e+000,'-7.40604414961e+001,202
128 a 304 Personas,4.64498986683e+000,'-7.41770249917e+001,202
0 a 127 Personas,4.65803105307e+000,'-7.40673213520e+001,202
0 a 127 Personas,4.60301345287e+000,'-7.40954401187e+001,202
0 a 127 Personas,4.58866043785e+000,'-7.41079697643e+001,202
0 a 127 Personas,4.66142833455e+000,'-7.40656524566e+001,202
0 a 127 Personas,4.60986172705e+000,'-7.41398559813e+001,202
0 a 127 Personas,4.61194910718e+000,'-7.41702746847e+001,202
128 a 304 Personas,4.64739468045e+000,'-7.41698957917e+001,202
0 a 127 Personas,4.60677397964e+000,'-7.41546879846e+001,202
0 a 127 Personas,4.59003217402e+000,'-7.40976632713e+001,202
0 a 127 Personas,4.60786047880e+000,'-7.41588320576e+001,202
128 a 304 Personas,4.61938134740e+000,'-7.41269300726e+001,202
0 a 127 Personas,4.60737876906e+000,'-7.41173004078e+001,202
0 a 127 Personas,4.61058161045e+000,'-7.41513263088e+001,202
0 a 127 Personas,4.59510960810e+000,'-7.41226100750e+001,202
128 a 304 Personas,4.63008739892e+000,'-7.41445415403e+001,202
0 a 127 Personas,4.64104026413e+000,'-7.41715785977e+001,202
0 a 127 Personas,4.62082027815e+000,'-7.41730227852e+001,202
0 a 127 Personas,4.59760601476e+000,'-7.41294265275e+001,202
0 a 127 Personas,4.61568811121e+000,'-7.41382585069e+001,202
0 a 127 Personas,4.62710739038e+000,'-7.41707505013e+001,202
0 a 127 Personas,4.59980563891e+000,'-7.41297885000e+001,202
0 a 127 Personas,4.59589849375e+000,'-7.41099476849e+001,201
128 a 304 Personas,4.62866572218e+000,'-7.41796532603e+001,201
128 a 304 Personas,4.61232386264e+000,'-7.40664372302e+001,201
128 a 304 Personas,4.64976652552e+000,'-7.41769769837e+001,201
128 a 304 Personas,4.62722833872e+000,'-7.40758966218e+001,201
128 a 304 Personas,4.61454820605e+000,'-7.41292745030e+001,201
128 a 304 Personas,4.60159142792e+000,'-7.41372023600e+001,201
128 a 304 Personas,4.60535005032e+000,'-7.41075519012e+001,201
0 a 127 Personas,4.60046141650e+000,'-7.40879679273e+001,201
0 a 127 Personas,4.63056024568e+000,'-7.41737066502e+001,201
0 a 127 Personas,4.61585745821e+000,'-7.41517045539e+001,201
0 a 127 Personas,4.59826775292e+000,'-7.40998980934e+001,201
128 a 304 Personas,4.61903959771e+000,'-7.41787217936e+001,201
0 a 127 Personas,4.61548219900e+000,'-7.41631668521e+001,201
128 a 304 Personas,4.58298375333e+000,'-7.41020951837e+001,201
0 a 127 Personas,4.59925490892e+000,'-7.40871382429e+001,201
0 a 127 Personas,4.60345819412e+000,'-7.40752543765e+001,200
0 a 127 Personas,4.60811861085e+000,'-7.41172738210e+001,200
0 a 127 Personas,4.62332479951e+000,'-7.40741476662e+001,200
0 a 127 Personas,4.61027140006e+000,'-7.40721139979e+001,200
0 a 127 Personas,4.64214600547e+000,'-7.41749262536e+001,200
128 a 304 Personas,4.62266673476e+000,'-7.41320825695e+001,200
0 a 127 Personas,4.60994048902e+000,'-7.40770193399e+001,200
128 a 304 Personas,4.64816112634e+000,'-7.41746783360e+001,200
0 a 127 Personas,4.61160945828e+000,'-7.41580510240e+001,200
0 a 127 Personas,4.61310137580e+000,'-7.41706281976e+001,200
0 a 127 Personas,4.58980016655e+000,'-7.40973400865e+001,200
0 a 127 Personas,4.62714307571e+000,'-7.40747955320e+001,200
0 a 127 Personas,4.59366086073e+000,'-7.41082250903e+001,200
0 a 127 Personas,4.60927748509e+000,'-7.41472766372e+001,200
0 a 127 Personas,4.60871416590e+000,'-7.41259232412e+001,200
0 a 127 Personas,4.64058454304e+000,'-7.41741467097e+001,200
0 a 127 Personas,4.65349297102e+000,'-7.40619274284e+001,200
0 a 127 Personas,4.63775838058e+000,'-7.41735570806e+001,200
0 a 127 Personas,4.62627921430e+000,'-7.41742542925e+001,200
0 a 127 Personas,4.59775615965e+000,'-7.41053548576e+001,200
0 a 127 Personas,4.59998747085e+000,'-7.41065902257e+001,200
0 a 127 Personas,4.59274211168e+000,'-7.40778744061e+001,200
0 a 127 Personas,4.58867390273e+000,'-7.40954705100e+001,200
128 a 304 Personas,4.61533400693e+000,'-7.40773493923e+001,200
0 a 127 Personas,4.65863779443e+000,'-7.40648302609e+001,200
0 a 127 Personas,4.60563449391e+000,'-7.41278400098e+001,200
128 a 304 Personas,4.65113363348e+000,'-7.40519147983e+001,200
128 a 304 Personas,4.66485777850e+000,'-7.40729193792e+001,199
128 a 304 Personas,4.61834815281e+000,'-7.40805482458e+001,199
128 a 304 Personas,4.62648534770e+000,'-7.41817963652e+001,199
128 a 304 Personas,4.58361226878e+000,'-7.40862707905e+001,199
128 a 304 Personas,4.63053173465e+000,'-7.40597949172e+001,199
128 a 304 Personas,4.64140972402e+000,'-7.41669754345e+001,198
0 a 127 Personas,4.61242156509e+000,'-7.41503983410e+001,198
128 a 304 Personas,4.64303204719e+000,'-7.41745923598e+001,198
0 a 127 Personas,4.60215891475e+000,'-7.40982568427e+001,198
0 a 127 Personas,4.59780550683e+000,'-7.41067975242e+001,198
0 a 127 Personas,4.60021544184e+000,'-7.41282543245e+001,198
0 a 127 Personas,4.63407593424e+000,'-7.41820207596e+001,198
128 a 304 Personas,4.64282895419e+000,'-7.41661614967e+001,198
0 a 127 Personas,4.60295009101e+000,'-7.41180623694e+001,198
128 a 304 Personas,4.64288104735e+000,'-7.41676945714e+001,198
0 a 127 Personas,4.60043797592e+000,'-7.40837982894e+001,198
0 a 127 Personas,4.59839977304e+000,'-7.40978385856e+001,198
128 a 304 Personas,4.60487766116e+000,'-7.41084925608e+001,198
0 a 127 Personas,4.63364591758e+000,'-7.41800017679e+001,198
0 a 127 Personas,4.60632770169e+000,'-7.41125087886e+001,198
128 a 304 Personas,4.64236342530e+000,'-7.41683248458e+001,198
0 a 127 Personas,4.60014057883e+000,'-7.40859951299e+001,198
0 a 127 Personas,4.62016761010e+000,'-7.41782331724e+001,198
0 a 127 Personas,4.60218829275e+000,'-7.41094731919e+001,198
0 a 127 Personas,4.64944464284e+000,'-7.40662909660e+001,198
128 a 304 Personas,4.60637342108e+000,'-7.41671227367e+001,198
0 a 127 Personas,4.59008522876e+000,'-7.40943228700e+001,198
0 a 127 Personas,4.58406707421e+000,'-7.40897278582e+001,198
0 a 127 Personas,4.60659669339e+000,'-7.40724110477e+001,198
0 a 127 Personas,4.63246768943e+000,'-7.41802052379e+001,198
0 a 127 Personas,4.63175415934e+000,'-7.41639097754e+001,198
0 a 127 Personas,4.62582434698e+000,'-7.41748639967e+001,198
128 a 304 Personas,4.58328818128e+000,'-7.40913558166e+001,198
128 a 304 Personas,4.60795296088e+000,'-7.41708504218e+001,198
0 a 127 Personas,4.61339298730e+000,'-7.41550252433e+001,198
128 a 304 Personas,4.64288789887e+000,'-7.40723580119e+001,198
0 a 127 Personas,4.58977412061e+000,'-7.40906872099e+001,198
128 a 304 Personas,4.60591245821e+000,'-7.41082850840e+001,198
0 a 127 Personas,4.59800346159e+000,'-7.41289009348e+001,198
0 a 127 Personas,4.62047102327e+000,'-7.41662550344e+001,198
0 a 127 Personas,4.59230361235e+000,'-7.40981373926e+001,198
0 a 127 Personas,4.58857623681e+000,'-7.40925326684e+001,198
0 a 127 Personas,4.62430879832e+000,'-7.41633652339e+001,198
0 a 127 Personas,4.62617177678e+000,'-7.41699681622e+001,198
0 a 127 Personas,4.64136272012e+000,'-7.41727887472e+001,198
0 a 127 Personas,4.60946371134e+000,'-7.41363445666e+001,198
0 a 127 Personas,4.58813200115e+000,'-7.41015049325e+001,198
0 a 127 Personas,4.61140510296e+000,'-7.41355961070e+001,198
128 a 304 Personas,4.63487834293e+000,'-7.40633834320e+001,198
128 a 304 Personas,4.64158042063e+000,'-7.41695129589e+001,197
128 a 304 Personas,4.60966902063e+000,'-7.41674493920e+001,197
128 a 304 Personas,4.62339432282e+000,'-7.41311506865e+001,197
128 a 304 Personas,4.63187144819e+000,'-7.41386146902e+001,197
128 a 304 Personas,4.65496393269e+000,'-7.40529387359e+001,197
128 a 304 Personas,4.60342936167e+000,'-7.41626840017e+001,197
128 a 304 Personas,4.61633575120e+000,'-7.41753047722e+001,197
128 a 304 Personas,4.60486189312e+000,'-7.41562811995e+001,197
128 a 304 Personas,4.64939293458e+000,'-7.40711847277e+001,197
128 a 304 Personas,4.62897275179e+000,'-7.41801202421e+001,197
128 a 304 Personas,4.62382117914e+000,'-7.41393425596e+001,197
128 a 304 Personas,4.64126064850e+000,'-7.40595382602e+001,197
0 a 127 Personas,4.60925201259e+000,'-7.41227038034e+001,196
0 a 127 Personas,4.61289862193e+000,'-7.41561875179e+001,196
0 a 127 Personas,4.59114713442e+000,'-7.41152686145e+001,196
0 a 127 Personas,4.61742741519e+000,'-7.41304584650e+001,196
128 a 304 Personas,4.61841820091e+000,'-7.41762067922e+001,196
0 a 127 Personas,4.61627094603e+000,'-7.41407027608e+001,196
